seed,round,rho,proxy_R,true_R,reward_gap,proxy_unc_mean,proxy_unc_max
6,23,0.32045147357380405,0.8068296890705824,0.4726950459328658,0.33413464313771657,0.07807804680110061,0.08818634447196483
6,24,1.0,0.8120283847674727,0.45570352270830367,0.3563248620591691,0.08015768005023606,0.09185659739183667
6,25,0.6320816395058936,0.8138055307790637,0.46120594979771345,0.35259958098135025,0.0788773992147894,0.10585664484913326
6,26,0.4295759213621389,0.8158522518351674,0.45211263587926465,0.36373961595590276,0.0785048889863869,0.08470033656658045
6,27,0.5583982064122017,0.8135888688266277,0.45794987550041766,0.3556389933262101,0.07802457179399667,0.08484785020300192
6,28,0.5680250891588075,0.8174272878095508,0.45390065970676846,0.3635266281027823,0.07812638458154711,0.0850046486157426
6,29,0.5273947416148939,0.815379380248487,0.4558557405623892,0.3595236396860978,0.07733199162278878,0.08470033656658045
7,0,1.0,0.5074771018698812,0.504501388005788,0.0029757138640931213,0.03649908631492098,0.07940084060735651
7,1,1.0,0.5266245324164629,0.5012183737876621,0.0254061586288008,0.03709490837141223,0.07962357770333704
7,2,0.7206421447769112,0.5690196333453059,0.4899993705437786,0.0790202628015273,0.044313592930755194,0.08752602149700733
7,3,0.7506132008670516,0.5690833157859743,0.4998137415551509,0.06926957423082336,0.03765226996761532,0.09097466140009144
7,4,1.0,0.621384534984827,0.5066413991299464,0.1147431358548806,0.03790167538870928,0.09647515453230385
7,5,0.6331730121687084,0.6581836706027389,0.4930449882220549,0.16513868238068397,0.042120355773295114,0.07679362615910466
7,6,0.6791895966469959,0.6943494528532028,0.5210894631984033,0.1732599896547995,0.04530606923171232,0.08248838742262773
7,7,0.841632001323875,0.709620825946331,0.49394627147876324,0.21567455446756778,0.044750783172690406,0.0744456930175181
7,8,0.5618211493373674,0.7349767200648785,0.5126724573862641,0.22230426267861436,0.051974519343336925,0.08436428745266013
7,9,1.0,0.7544894646853209,0.4951480830415349,0.25934138164378595,0.05636363894179542,0.08676108007723402
7,10,0.5464998811716143,0.7694917861372232,0.505835102336417,0.2636566838008062,0.05652788566557175,0.0745228500566173
7,11,0.6686969996149423,0.7959874691441655,0.5057722642453597,0.2902152048988058,0.05925127342044856,0.09529995979690045
7,12,1.0,0.8062312984839082,0.5129055175513063,0.29332578093260187,0.06022888823052827,0.0903087873003923
7,13,1.0,0.8232095390558243,0.4912546257957957,0.3319549132600286,0.0609841541195037,0.08519092606033023
7,14,0.606605995968956,0.8300508884713054,0.4863370546022817,0.34371383386902365,0.06065603359755317,0.07939160757850494
7,15,0.488767265929844,0.8315897136926651,0.4963267385563694,0.3352629751362957,0.06046407251494764,0.07381949385952297
7,16,0.6997569432657087,0.8340708464384079,0.4855269829927559,0.348543863445652,0.06128941809328485,0.0745228500566173
7,17,0.7635463368813855,0.8378323027864099,0.47288211135992203,0.3649501914264878,0.05942235824087018,0.07330220698762917
7,18,0.6230143505272087,0.8425622060894966,0.43727275155484724,0.4052894545346494,0.05973839667353842,0.08089796623579086
7,19,0.6991691395041864,0.8459588019177318,0.42684977631124765,0.4191090256064841,0.05877499800235432,0.0789298012589983
7,20,0.6039113815709305,0.8458001986145973,0.42966359511470065,0.4161366034998967,0.05807736155840692,0.07868845191755236
7,21,0.4523238706052827,0.8517355648800731,0.426867339973526,0.4248682249065471,0.05843235860525357,0.07660625225713555
7,22,0.3426435271386856,0.8522663777694106,0.4299908640419027,0.42227551372750793,0.05794578029266763,0.07840291159741519
7,23,0.5806290830096199,0.8533513303846121,0.42102836514475495,0.43232296523985714,0.059106355534129136,0.06869335220216354
7,24,0.5257579452009241,0.8512460701167583,0.41711581455493746,0.4341302555618209,0.057962603125170147,0.0747892634944134
7,25,0.40961003817975356,0.8517111614346504,0.40928467413344766,0.44242648730120276,0.05762289660432146,0.08599482135145992
7,26,0.6756536125561068,0.8535864483565092,0.42404721016033375,0.42953923819617545,0.05853954011782156,0.0690302152020524
7,27,0.2750833967186237,0.8553446792066097,0.4352310311137493,0.42011364809286045,0.06119191149448887,0.07992271201854315
7,28,0.2653003618484578,0.8534802757203579,0.4488232038825153,0.4046570718378426,0.06103028050278587,0.06869335220216354
7,29,0.20413706563740017,0.8545344732701778,0.44399304755257,0.4105414257176078,0.06162024570177008,0.0747892634944134
