best_so_far,mean_R,method,round,seed
1.0,0.1705439480291689,pex,4,3
1.0,0.2244827730874642,pex,5,3
1.0,0.2952111468585326,pex,6,3
1.0,0.1809344766710087,pex,7,3
1.0,0.26339178535797075,pex,8,3
1.0,0.2631738962486272,pex,9,3
1.0,0.22573105005274555,pex,10,3
1.0,0.22171917933035545,pex,11,3
1.0,0.26774066375823696,pex,12,3
1.0,0.26454570210013817,pex,13,3
1.0,0.2118130530096599,pex,14,3
1.0,0.21774552059483,pex,15,3
1.0,0.280490364879655,pex,16,3
1.0,0.28950938910429064,pex,17,3
1.0,0.19934990421146748,pex,18,3
1.0,0.23671615930463538,pex,19,3
1.0,0.04258316465489129,adalead,0,3
1.0,0.7530217442419022,adalead,1,3
1.0,0.8236065471668497,adalead,2,3
1.0,0.836815490090361,adalead,3,3
1.0,0.8224737952582026,adalead,4,3
1.0,0.844009663863755,adalead,5,3
1.0,0.8505984737561039,adalead,6,3
1.0,0.8861484920399869,adalead,7,3
1.0,0.8556503459191813,adalead,8,3
1.0,0.8916749164233377,adalead,9,3
1.0,0.8518848922107423,adalead,10,3
1.0,0.8875890612785312,adalead,11,3
1.0,0.846856938778306,adalead,12,3
1.0,0.8933487109329438,adalead,13,3
1.0,0.8760003949569868,adalead,14,3
1.0,0.9015861436811394,adalead,15,3
1.0,0.8655215806299534,adalead,16,3
1.0,0.8819144855623423,adalead,17,3
1.0,0.8737020251450676,adalead,18,3
1.0,0.8693296627856552,adalead,19,3
1.0,0.0358066812662119,price_rl,0,3
1.0,0.12706914478326564,price_rl,1,3
1.0,0.6303233904635741,price_rl,2,3
1.0,0.9003582663294418,price_rl,3,3
1.0,0.967922650167822,price_rl,4,3
1.0,0.9612712072778763,price_rl,5,3
1.0,0.9950453716403771,price_rl,6,3
1.0,0.9797708733449366,price_rl,7,3
1.0,0.9900135666472498,price_rl,8,3
1.0,0.9891104990203278,price_rl,9,3
1.0,0.9948435046624274,price_rl,10,3
1.0,0.9913444490425027,price_rl,11,3
1.0,0.990004323629648,price_rl,12,3
1.0,0.996625129028861,price_rl,13,3
1.0,0.9970300006623981,price_rl,14,3
1.0,0.9998711767611104,price_rl,15,3
1.0,0.9981833226737791,price_rl,16,3
1.0,0.9950170901322951,price_rl,17,3
1.0,0.99999042419157,price_rl,18,3
1.0,0.9994644677065071,price_rl,19,3
1.0,0.0358066812662119,price_rl_fixed,0,3
1.0,0.05235390889236991,price_rl_fixed,1,3
1.0,0.0425979710666559,price_rl_fixed,2,3
1.0,0.06916413580780058,price_rl_fixed,3,3
1.0,0.04426290733826513,price_rl_fixed,4,3
1.0,0.07234882317651099,price_rl_fixed,5,3
1.0,0.13149015205947845,price_rl_fixed,6,3
1.0,0.16584595637265712,price_rl_fixed,7,3
1.0,0.19447973670063823,price_rl_fixed,8,3
1.0,0.22223178047772077,price_rl_fixed,9,3
1.0,0.2334372384400346,price_rl_fixed,10,3
1.0,0.3260493672265017,price_rl_fixed,11,3
1.0,0.4103300384896106,price_rl_fixed,12,3
1.0,0.4201505780294778,price_rl_fixed,13,3
1.0,0.5154380341354199,price_rl_fixed,14,3
1.0,0.6278529828154833,price_rl_fixed,15,3
1.0,0.6028174515511195,price_rl_fixed,16,3
1.0,0.709085104403531,price_rl_fixed,17,3
1.0,0.7613182170787749,price_rl_fixed,18,3
1.0,0.8237312347284851,price_rl_fixed,19,3
1.0,0.04267321002747269,random,0,4
1.0,0.02864829075059088,random,1,4
1.0,0.03121225998246655,random,2,4
1.0,0.033099124272926224,random,3,4
1.0,0.045239071806339924,random,4,4
1.0,0.020825554574438163,random,5,4
1.0,0.038273885364805374,random,6,4
1.0,0.025109626589965225,random,7,4
1.0,0.05159185511469605,random,8,4
1.0,0.03772488625164896,random,9,4
1.0,0.03614277121208082,random,10,4
1.0,0.02796407254590127,random,11,4
1.0,0.02605419012967818,random,12,4
1.0,0.017843350825777954,random,13,4
1.0,0.0385918943939913,random,14,4
1.0,0.026017718015931,random,15,4
1.0,0.053623517760198566,random,16,4
1.0,0.01997382285802157,random,17,4
1.0,0.045702359868641136,random,18,4
1.0,0.04069303844380898,random,19,4
1.0,0.04267321002747269,pex,0,4
1.0,0.15680593485644617,pex,1,4
1.0,0.192780076737615,pex,2,4
1.0,0.23107975556930008,pex,3,4
1.0,0.23876233988308965,pex,4,4
1.0,0.2153085664554145,pex,5,4
1.0,0.2715578690881986,pex,6,4
1.0,0.24933038876015343,pex,7,4
1.0,0.16448898135532006,pex,8,4
1.0,0.21569403558579148,pex,9,4
1.0,0.175076493397951,pex,10,4
1.0,0.22238586747754205,pex,11,4
1.0,0.23363186243276757,pex,12,4
1.0,0.25481502723908017,pex,13,4
1.0,0.21998300164873782,pex,14,4
1.0,0.2508567662858477,pex,15,4
1.0,0.2037849277129221,pex,16,4
1.0,0.26599454950612866,pex,17,4
1.0,0.27347267304538925,pex,18,4
1.0,0.23129189927273053,pex,19,4
1.0,0.04267321002747269,adalead,0,4
1.0,0.5927467661132811,adalead,1,4
1.0,0.8269326152883781,adalead,2,4
1.0,0.9000072383881883,adalead,3,4
1.0,0.8550493929281964,adalead,4,4
1.0,0.8715904573373032,adalead,5,4
1.0,0.8429541057590093,adalead,6,4
1.0,0.8704272474033466,adalead,7,4
1.0,0.8675135628983566,adalead,8,4
1.0,0.8569429347902546,adalead,9,4
1.0,0.9058179994092034,adalead,10,4
1.0,0.859094731397778,adalead,11,4
1.0,0.8679597356309222,adalead,12,4
1.0,0.8899553491795003,adalead,13,4
1.0,0.8998767925960152,adalead,14,4
1.0,0.874069010438105,adalead,15,4
1.0,0.8726573095495394,adalead,16,4
1.0,0.9039036127899603,adalead,17,4
1.0,0.8684771734031986,adalead,18,4
1.0,0.8689114053577935,adalead,19,4
