K,seed,round,best,rho,rho_star,L_hat,L_analytic,cos_T1
0,9,1,0.7302482169050014,0.7756220786798511,0.8215920936727819,4.342980116317263,40.0,0.9999999403953552
0,9,2,0.7638571362323072,0.7350615187698009,0.8496226346110409,3.539862505141525,40.0,1.0
0,9,3,0.8248647444727049,0.7280907192342319,0.4071092695135972,29.126859783604143,40.0,0.9999999403953552
0,9,4,0.8285061289299935,0.48517176946507806,0.7108969049297329,8.13347457459652,40.0,1.0
0,9,5,0.8390155875258914,0.5792668034167583,0.7481638549664751,6.732112046359405,40.0,1.0
0,9,6,0.8447601034931814,0.6117035216637253,0.5950064993256537,13.613078214552035,40.0,0.9999999403953552
0,9,7,0.8479796614428576,0.6794805104650763,0.6965195106873506,8.71419923364857,40.0,1.0
0,9,8,0.8479796614428576,0.5057320313425511,0.5671857207624879,15.261818603460771,40.0,0.9999998807907104
0,9,9,0.8503157620413845,0.494330623084891,0.5178618202194459,18.620340830542254,40.0,1.0
0,9,10,0.8503157620413845,0.6021549889346512,0.6089001073427464,12.846110156361195,40.0,1.0
0,9,11,0.8514606804479443,0.49331587646731684,0.6720384644150879,9.760201326284356,40.0,1.0
0,9,12,0.8519250396533955,0.7408399222831868,0.26560900961924255,55.298650556585116,40.0,0.9999999403953552
0,9,13,0.8523165494143956,0.3924063529705011,0.35828000796060133,35.82226067774154,40.0,0.9999998807907104
0,9,14,0.8523165494143956,0.6330788998237709,0.5018522803470531,19.85236449691753,40.0,1.0
0,9,15,0.8523165494143956,0.44423312074523913,0.5166316437962581,18.712301579202755,40.0,1.0
1,0,0,0.6149130504191338,1.0,0.8612191327455871,3.2228932678719318,20.0,1.0000001192092896
1,0,1,0.6476896473347513,0.7617192668342158,0.9039008994228905,2.126319392722485,20.0,1.0
1,0,2,0.6768516786852445,0.8323451255742134,0.7634511784920746,6.1968290356206746,20.0,0.9999999403953552
1,0,3,0.7453418815500112,0.8410977172460097,0.8381453071700145,3.8622107991390084,20.0,1.0
1,0,4,0.7513777302193365,0.7711811031788676,0.8331255985408564,4.005984253788597,20.0,1.0000001192092896
1,0,5,0.788984662622282,0.7128589864798666,0.8331207079545591,4.006125173749568,20.0,1.0000001192092896
1,0,6,0.7949386422525966,0.7454600072785507,0.7828130506048423,5.548884225354895,20.0,1.0
1,0,7,0.8097070898440502,0.6702063602634919,0.41092295062071293,28.670924731240564,20.0,0.9999998211860657
1,0,8,0.8256083140777593,0.5648320222019305,0.5681611412442799,15.201281024252655,20.0,0.9999999403953552
1,0,9,0.8444180234067972,0.5666413476743677,0.4477997271241871,24.662823107200005,20.0,1.0
1,0,10,0.8444180234067972,0.6741437266984307,0.5949828888283801,13.61441207054427,20.0,1.0000001192092896
1,0,11,0.8444180234067972,0.8325995107761965,0.8301314439723835,4.092570092629031,20.0,0.9999997615814209
1,0,12,0.8444610379090995,0.5475228244625189,0.4591854409438766,23.55538790360838,20.0,1.0
1,0,13,0.8444610379090995,0.5666275022730277,0.6251672181076537,11.991440722913913,20.0,1.0000001192092896
1,0,14,0.8455411414457169,0.6830243151553594,0.650633767602075,10.739259159127934,20.0,1.0000001192092896
1,0,15,0.8455411414457169,0.5414580900594601,0.5303370811417893,17.71186422971027,20.0,1.0000001192092896
1,1,0,0.5914784900131916,1.0,0.689649902632547,9.000221595994656,20.0,1.0
1,1,1,0.628036295253676,0.7571613466175522,0.8968830063681458,2.299452501601475,20.0,0.9999998807907104
1,1,2,0.6532424586730294,1.0,0.3626581689550949,35.14835101501999,20.0,1.0000001192092896
1,1,3,0.7144419440796094,0.641039961822021,0.587438758905721,14.046102162642338,20.0,1.0
1,1,4,0.7293181142246721,0.7026230977875669,0.8428486649716804,3.729052238187976,20.0,0.9999999403953552
1,1,5,0.7325823325409159,0.7191707581967423,0.7123884672625017,8.074570152509752,20.0,1.0
